Review	Relabel
크다해서 으로 샀는데도 크네요 ㅠㅠ 넉넉하게 입기 좋아요	0
겨울이너로입어서 이것만 입은사진은없네요그래도 이쁘게봐주세용	1
이런가디건 처음사보는데 촉감좋고 핏도 좋은것같은데 사이즈가아쉽네요 ㅜㅜ 택을 떼버려서 교환안하고 그냥입으려구요ㅋㅋ 저랑스펙비슷하신분들 한사이즈 큰거 가시면 딱좋을것같습니다	0
프로 할인할때 구매란 엘무드 니트 색감이 파스텔톤블루인데 사진에서는 잘나타내지 못한거같아여 부드러워서 맨살에 입기 가능하고요 쿠어꺼 살까 고민하다가 할인해서 엘무드꺼 삿는데 쿠어꺼사서 한번 비교해보고싶네여	1
과하지 않은 오버핏이라 너무 좋아요 요즘 날씨에 입기 딱 입니당 	1
색감도 이쁘고 핏도 만족스러워요재질도 부드러워서 좋네요	1
바지 살 때 한 두 사이즈 업해서 사시는 걸 추천드립니다 그리고 소재감은 겨울에 입기엔 얇습니다	0
완전 편하고 두께도 적당해서 너무 좋아요이렇게 좋은 제품은 오랜만에 입어보네요	1
입었을때 무겁지 않고 무게감이 적당해요 캐시미어울 함량이 라서 좋은것 같아요재고가 없어서 사이즈를 로사서 좀 아쉽지만 ㅠ 이번 겨울 여기저기 잘 입고 다녀보려고요	1
코트는 무거우면 어깨아파서 못 입는데예상보다 옷이 가볍고 따뜻하더라구요핏도 너무 예쁘네요 대만족무탠다드 바지도 주문했는데 기대되네요	1
밑단 시보리가 조금 아쉽긴 하도 이 가격이 이정도 니트는 못살거 같아요  	0
어깨 라인도 크게 내려와서 여자 사이즈로 구매할껄 그랬어요ㅜ	0
너무좋습니다 사이즈도 가격도 색감도 완벽하네요	1
대 후반  직장인입니다 지금부터 무신사 스탠다드 슬랙스에 대해 짧지만 솔직한 저의 생각을 적습니다저는 모던 베이직 심플한 스타일을 추구하는데 그런 제게 딱 알맞는 베이직한 블랙 슬랙스입니다 솔직히 처음에는 반신반의하면서 속는 셈치고 구매했는데 사길 잘한 것 같네요게다가 가격이 착해서 참 좋네요 무신사 스탠다드에서 이 정도의 퀄리티에 이 가격이면 개이득이라 봅니다 만원 넘어가는 슬랙스가 아니라 어정쩡한 만원 슬랙스 살 바에 가격경쟁력 있는 무신사 스탠다드 슬랙스를 선택할랍니다 사이즈는 와 을 고민하다가 제가 조금 마른 편에 배만 살짝 나왔는데 허리와 허벅지 핏이 이 괜찮네요 허리는 도 좋았을 것 같은데 허벅지가 너무 타이트할 것 같다는 생각이 듭니다 다만 제가 키가 작아서 기장이 만 짧았으면 딱 복숭아뼈 위로 올라올텐데 아쉽네요지금은 복숭아뼈까지 딱 가리는 크롭 슬랙스인데도 불구하고 제 키에는 아주 살짝 깁니다 개인적으로 유니클로가 제 스타일에 맞는 베이직하고 심플한 색상과 모델의 제품을 제공해서 즐겨 이용했었는데요불매운동 전까지 앞으로 무신사 스탠다드가 국내에서 유니클로를 대체브랜드로 아니 어쩌면 유니클로를 뛰어넘을 브랜드로 충분히 성장할 수 있으리라 예상하고 그러기를 희망해봅니다 덧붙여 지금보다 더 좋은 퀄리티의 제품을 조금 더 높은 가격에 내놓아도 퀄리티가 보장된다면 저는 무신사 스탠다드를 선택할 겁니다	0
가격도 착하고 실물도 너무 이쁘고 그냥 바로 사셔야합니다 최고에요 증말 	1
가격대비 너무 좋아요 ㅎㅎ 자주입고 다닐것 같아요오	1
클줄 알고 샀는데 생각보다 더 딱맞네요허벅돼 분들은 조금 더 크게 사셔야 편하게 입으실 것 같아요	0
실제로 보면 더 이쁩니다먼지가 잘붙을거같아서 아쉽지만가격대비 대만족	0
밴딩이 생각보다 많이 늘어나지 않아서 사이즈 선택에 큰 영향을 줄 정도는 아닙니다 핏이나 기장감은 가성비 최고입니다 자주 애용할거 같아요	1
직접 받으니 이쁘고 깔끔해요오버핏으로 나와서 사이즈가 좀 크지만 전 크게 입는거 좋아해서 마음에 들고요편하게 입기 좋은 옷인거같아요지금처럼 기온차이가 좀 있는 날씨에 입기 좋고 한 월까지 입기도 좋을거같아요더 더워지기 추천합니다	1
급하게 사입었는데 너무 좋아요스타일도 딱 떨어지니 좋네요통이 조금 커서 수선함 ㅋ	1
단추 디테일이 예쁘고 싼티가 안 나서 좋지만 촉감이 조금 거친 편이고 생각보다 브이넥이 더 파여서 조금은 아쉽습니다 그래도 예뻐서 만족해요	0
아주 만족하면서 입고 있음허벅지가 조금 작아요	0
무릅까지만 왔어도오 키작은 저를 탓해야죠ㅠ 길이가 제일 아쉽네여설인데도 빠른배송 감사했습니다	0
이 가격에 이 퀄리티 미쳤습니다 요즘 길거리에서 많이 보여서 아쉽습니다 사지 마십쇼 저만 입겠습니다	0
두께감 있는 니트라 보온성도 괜찮고체형보완도 잘 잡아주는 핏 이에요 	1
오버핏 롱코트 무난한 거 찾으면 딱입니다 근데 생각보다 통이 더 큰 듯 ㅎ	0
넥라인이 일반 티들과 다르고 목 늘어남은 없을거 같네요 할인할때 구매해서 싸게 구매했습니다 제조국은 아쉽네용 ㅠㅠ	0
사이즈가 없어서 을 싰던 게 아쉽지만 색도 너무 예쁘고 핏도 예뻐요	0
사이즈 샀다가 작아져서 한치수 업완벽한 사이즈 핏 믿고 입는 무탠다드	1
예약배송이라 주정도 걸려서 받았는데 털빠짐 장난하세요 계속 털빠져요 후기를 보시는 분들은 절대로 이 옷 사지마세요 부탁합니다 여자 평소 사이즈사이즈를 입어요실측을 보아하니 크게 나온 제품같아서 로 연차콜 시켰구요 라 작을까봐 걱정했지만 적당하게 잘 맞네요	0
아쉽게 할인하기 전에 샀지만 이뻐서 굉장히 만족합니다 정핏으로 나와서 라지 샀으면 큰일날뻔했네요 무난무난하게 좋습니다정핏이여서 청바지에 입어도 괜찮고 미니멀하게 입어두 괜찮네요	0
제 체격과 비슷한 분들은 오버핏이라기 보다 세미 오버 핏으로 나옵니다 참고하세요	0
약간은 무겁지만 이 가격에 이만한 가성비 없는거 같습니다	0
왜 진작에 안샀을까 싶을정도로 완벽하네요 당연히 있어야할 기본템입니다 기장 딱 맞고 색상 사진과같고 핏 예술이네요	1
너무 깔끔하게 잘 나와서 맨날 입어야겠네요 진짜 최고 계속 살꼬야 맨날	1
오버핏으로 입으려고 샀어요 딱 이쁘네요 핏이	1
진짜 쬐끔만 더 길었으면 좋았을텐데 ㅠㅠㅜㅜ신발 신으면 짧아보일거 같아 아쉽그것말고는 넘 맘에들어요 두쎄도 좀 있ㅇ요	0
크기가 딱 루즈하게 괜찮습니당 더 박시하게 입으시는 분들은 한 사이즈 업 해서 사도 괜찮을 것 같아용 ㅎㅎ 레이어드 안해도 별로 안 거칠었어요	1
엄청 와이드한 제품을 찾고 있었는데 이 제품이  최고인거같아요 핀턱도 두개나 있어서 실루엣이 너무 이뻐요	1
제 일반후기 같은거 봐보세영 일단 바지 자체는 나쁘지 않아요 수선하면	0
두개째 사서 입는데 너무 편하고 좋아요 밴딩 부분에 끈만 있으면 완벽한 제품이 될거 같습니다	1
받아보고 교복바지 느낌이 들어 정겹다고 할까요 입었을때 핏이 좋고 두께감은 봄가을에 입으면 좋을 듯 합니다  사이즈는 허벅지 두께에 맞추어 주문하세요 가성비 최고인 바지입니다	1
완전 기본 입문 블레이저 가성비 최고고 질도 좋아서 입문하기 딱 좋은 블레이저 같아요 입문하시려면 무조건 무탠다드로 입문 추천드립니다 핏도 적당하고 기장도 좋고 어깨보완도 되네요	1
싸게 잘구매해서 완전 잘입고다니고있어요 ㅎ커버낫최고	1
배송 꼼꼼하게 오고 실밥 거의 없고 퀄리티 대박이고 핏 딱 좋습니다 최고입니다	1
소매부분이 약간 긴게 아쉽습니다만전체적으로 박시하게 입기는좋은것같아요	0
진짜 가성비 최고에요  딱좋았습니다이가격에 이런 블레이저는 무탠밖에 없을거에요ㅋㅋㅋㅋ	1
살쪄서 허리가 조금 작지만 퀄리티 개 조아요 가성비 최고	1
다 좋은데 어깨너비 진짜 실측 믿을게 못됩니다 어깨 넓은 편이라 갔는데 어깨 정핏떠요 ㅋㅋ실측 어깨너비가 사이즈표보다 센치나 작습니다	0
사이즈 색 딱 좋습니다 가볍게 입으려고 삿는데 잘 산거같아요	1
깔끔하게 입기 좋아요 날씨 추워지면 이너로도 입을만하겠네요	0
진짜 빨리 헤져서 많이 못입을것 같아 아쉽지만 개이쁩니다	0
옷이 생각했던것보단 무겁고 짱짱하네요 	0
어 보풀이 너무 아쉽지만 핏이 이쁘니까 별 네개줘요	0
바지사이즈나 핏은 너무 좋아요 믿고 사는 무탠다드입니다	1
사이즈가 생각보단 컸는데 이쁘게 나옵니다 가성비 최고상품	1
색감이 개인적인 취향으로는 조금만 더 어두워도 좋을 거 같았는데 지금도 뭐 나쁘지 않습니다사이즈는 평소 착용하는데 사이즈 세미오버로 예쁘게 잘 맞네요 가격도 세일 기간에 사면 상당히 저렴해서 다른 색상들도 더 구매하려구요코디는 시크한 느낌나게 코팅진에 부츠로 코디 했어용	1
매우 만족합니다 다른 색으로 개 더 구매합니다	1
부드럽고 엄청 편해요 다른 색도 살 예정입니다 좋아요	1
너무 이쁜 후드입니다 이 가격에 정말 최고네요두께도 매우 두텁구요 무지 후드 사실분들은 고민없이 구매해도 좋을 듯 합니다	1
냄새 빼기가 힘든 편 한달정도 지나서야 방에 둘 수 있게 됐네요 그 전까진 머리아픔 ㅜ	0
가죽이 부드럽고 촉감이 엄청 좋아요 팔길이 길까 걱정했는데 딱맞고 사이즈감 너무 좋아요 잘입을게요	1
세일할때 구매해서 가성비 너무 좋아요후드집업 핏을 워낙 잘 만드셔서 후드티도 구매해봤는데 역시 예뻐요	1
색감은 괜찮은데 셋업 아닌 이상 코디는 어렵겠네요	0
생각하던데로 핏 나와서 기분좋네요 가성비 좋은듯해요 허리밴딩이라 최고	1
내구성이 너무 약한거 같아요 ㅜㅜ 목이 늘어나네요	0
딱좋아용 재가 딱 원하는 길이와 원하는 재질의 코트 	1
핏도 마음에 들고 조금 무겁지만 너무 예뻐서 자주 입고 있어요	1
실물 너무 이쁘고 부드러워요보풀이 조금 일어나는게 아쉽지만 만족합니다	0
말그대로 기장이 살짝 아쉽네요 통은 완전 좋아요	0
역시 더블유브이너무 좋아요튼튼해요사랑해요 파	1
무신사 옷 실망한적 잘 없는데 얘는 기장도 짧고 검은색도 샀는데 같은 사이즈이나 몸에 끼는 정도가 다릅니다 사이즈 이나 업 하세요	0
사이즈도 딱이고 핏도좋고 역시 가성비로 최고네요	1
단정하게 입기 좋고 길이도 딱 맞아서 수선안해도 됩니다 너무 좋아요	1
누나 선물로 사줬는데 잘입네요소매기장이 특히 긴것 빼고는 완벽합니다컬러소재보온성 다 갖춘 니트	1
살짝 큰 감은 있지만 오버핏으로 입기에 좋습니다 평소 흘러내리는 가디건은 늘 핏을 신경써야 해서 좀 불편해서 잘 안입게 되었는데 거칠지만 탄탄한 오버핏이라 편하게 즐게 입을 수 있을 것 같애요 색감 사진이랑 일치하구요 단추 디테일도 좋습니다 실밥 봉제 마감 조금 아쉽지만 문제가 될 정도는 아닙니다 두께가 좀 있어서 이너로는 좀 어렵고 가벼운 아우터로 좋을 것 같습니다 추천합니다	0
무게감 꽤 있고 촉감이 거칠어서 목이 따갑습니다 넥 있는 상의 같이 입어야 편할거같고 따뜻하긴한데 끈을 빼고 다니면 비어있는 벨트홀이 너무 튀어서 강제로 끈을 넣고 다녀야 하는 불편함이 있습니다	0
비싼 값 합니다 진짜루 맨살에 입어도 될 정도로 부드럽네요정핏이라 더 좋습니다 팔이 살짝 길긴한데 살짝이라 걱정 안하셔도 됩니다	1
배송은 진짜 오래걸렸지만 두께감이나 원단이 좋은것 같습니다 녹색이랑 아이보리 샀는데 녹색은 저번달에오고 아이보리는 이번에 왔네요 덩치있으신분도 깔끔하게 매치하시기 좋을것 같습니다	1
도톰해서 핏도 좋고 매우 잘입고 있습니다 맘에 들어요	1
옷 이뻐요 날씨좀 풀리면 다른색상도 구매하려고합니다	1
상품 너무 퀄리티가 좋아여  사이즈 약간 큰데 참고하세요	1
두말할게 없는 제품이죠 완벽해요 다들 구매 하시죠	1
타사 제품과 비교해서 사이즈가 애매하게 작은 듯 합니다	0
몸에 잘맞고 색이 너무 예뻐서 깔끔히 잘입을듯합니다	1
가성비 최고의 옷이라고 생각합니다쿠폰에 적립금까지 사용해서 더 좋아요옷 너무 이쁘네요	1
어디에도 잘어울리고 짱짱해서 너무 좋아요 만족	1
따뜻해요 조금 크지만 그래도 예쁘네요 무탠다드 더블코트 은 많이 커서 반품했는데 이건 이라도 더블보다 치수가 조금 작게 나와서 괜찮네용팔뚝살 많아서 걱정했는데 별로 안불편해요 가성비 갑	1
일부러 오버핏하려서 큰 사이즈 샀는데 딱 원하던 핏이에요 얇은 니트 재질이라 무겁지 않아서 너무 좋아요	1
세일가에 저렴하게 샀습니다원단 디자인 봉제등 이가격이면 완벽 그이상	1
디테일도 이쁘고 전반적인 핏도 이뻐요 보풀은 잘일어나는데 가격대비 감안해야조ㅎ 	1
간절기에 전투용 바지 구매 했습니다 조금 더 추워 지면 입기 어려울 것 같네요	0
소재가 너무 싼티나서 아쉬워요	0
이 상품은 너무 이쁘고요 무엇보다 핏이 너무 좋아요	1
촉감이 완전 부드럽고 예뻐요 엄마가 가격듣고 코트는 싼거사면 안되는데 뭐이렇게 싼걸 삿냐고 뭐라하시다가 한번 입어보시더니 이게어떻게 그가격이냐고 놀라시네욯ㅎㅎㅎㅎ	1
아니 리뷰 좋게 썼다가 지우고 다시 씁니다 단추를 잠궜다가 풀었는데 이게 뭐야 바로 찢어지네요 환불 안될까요 이건 진짜 어이가 없어서 그래요 연락 바랍니다	0
별 기대 안하고 샀는데 징짜 이쁩미다 징짜징짜 소재도 좋은거 같고 떨어지는 느낌도 이쁩니다 다만약간 무거운게 흠이긴 한데 이뻐서 상관없어어어어어어어어어어	1
잘 늘어남 보관 잘해야함 니트 특성 몹시 초록초록함	0
기장이 크롭하게 나와소 줄일필요가 없습니다 너무너무 좋아요 바지 색도 예뻐요	1
기대 많이 안했는데 입어보니 너무 좋아요 다른 색상도 구매하려고요 진짜 맘에 들어요	1
엄청 부들부들하고 맨살에도 괜찮을정도네용 좋은가격에 잘샀습니다	1
옷받고 예뻐서 좋아했는데 한번밖에 안 입었는데 겨드랑이쪽에 구멍이 나있었어용 날짜 많이 지나서 교환도 안되는데 그냥 수선집에 맡길려구요	0
핏이 조금만 더 넉넉하면 좋을거같아요소재만 업그레이드되면 굳일듯	0
사이즈 좋구여 색감이뻐요 보풀잘일어날거같긴해서 아쉽네여	1
옷은 너무 예쁜데 사이즈미스로 핏이 엉망입니다 이상 사세요 그래야 핏이 좋습니다	0
색감도좋고 어디에나 잘 어울릴듯합니다 좋아요	1
기존에 가지고 있던 같은제품 다른색보다 허리사이즈가 큽니다	0
딱 제 사이즈 분들이 입기에 핏이 완벽합니다 신발이로 딱떨어지는게 맘에들어요	1
색상이 너무 이쁘고 핏도 너무 좋아요 강추합니다	1
아주아주 맘에드는 흰색 니트 촉감 굿 보풀 안인나게 소듕히 다뤄야딩	1
바지는 역시 무신사가 최고입니다 ㅎㅎ 다음번엔 검정색 구입예정입니다	1
길이가 너무 길어서 수선을 좀 해야겠어요 그 외에는 좋습니다	0
루즈한 느낌을 원하신다면 한사이즈 크게 가야 이쁠것 같아요 고금스럽거나 하진 않고 가격만큼 하는 제품입니다	0
은은한 매력이 있어서 고급스럽고 손이 자주가서 좋아요 	1
싼맛에 샀는데 싼값만큼 하는 제품 사신분들은 물에 행궈서 입으세요 털이 좀 많이 빠집니다 두세 치수정도 크게 입으세요	0
받자마자 다른 색도 사고 싶어질 정도로 만족하는 니트 사진 색감은 좀 푸르댕댕하게 나왔습니다	1
남자친구 선물로 구매했습니다 처음에 당연히 사이즈로 구매했는데 바지가 훌렁 내려갈 정도로 커서 교환했습니다 체형이 비슷한 분들은 한사이즈 다운 구매하시는걸 추천드립니다핏이 정말 예쁘고 화이트가 진해서 아무 색상의 상의와 매치해도 다 예뻐요ㅎㅎ내년 여름엔 다른 컬러도 선물할 생각입니다 배송도 정말 빠르고 최고  	1
너무 이쁩니다 겨울만 오길 바라고 있네요 만족합니다 	1
가성비 좋아요 코디하기 편하고 만족도 높습니다	0
너무 좋아요 진짜 핏 미쳤어요 다리 짧고 허벅돼인데 이런 핏 처음 나오게 해주는 바지이네요 사진보다 훨씬 이쁩니다	1
사이즈랑 핏이 딱 저한테 맞아서 너무너무 좋아요	1
무난 무난한 코트인거같아요 예쁩니다 근데 따뜻하진않아요	0
무신사에는 직원들이 전부 멸치인가원래는 를 입는데 허벅지가 터질것 같아서 를 사니 허벅지가 맞는데 허리가 흘러내림허리 대비 허벅지  종아리 통이 너무 좁음이거는 잘못 만든 바지임	0
저렴한 맛으로 구입했는데 질이나 핏이 애매 하네요	0
이쁘넹 아주 잘 입고 다닙니다 근데 접어입을려는데 계속 풀려서 아쉽	0
너무 핏이 이쁘고 가성비가 최고에요재질도 좋네요	1
엄청 고민만 하다 월급날 맞춰서 질렀습니다 맘에 들어요 길이 핏 다 넉넉하고 여유있게 맞아요다만 카라부분 마감이 살짝 아쉽네요 그리고 카라가 완벽히 접혀서 깔끔하게 다림질 되어있기보단 실짝 떠있는 느낌이에요 그것 말고는 괜찮아요	0
ㅠㅠㅜ별로에요 옷 질이 너무 안 좋음 안에서 계속 검정색 보풀 묻어나오고 모자도 무겁고 한번 입고 나면 안에 입은 옷 까매져 있어요 더 비싼 거 살 걸 그랬나바요 비추천	0
기장감이랑 사이즈감이 딱 원하던대러 나와서 만족하면서 입었습니당 가성비 최고	1
커버낫 반팔 티셔츠 세트 너무 좋아요 사이즈도 적당하고  어디서든 어울리는 아이템 입니다	1
바지색 이  이쁩니다 가격대비 좋아보이고요 무탠다드 최고	1
바지랑 셋업해서 입으면 완벽하네요 ㅎ 다만 바지가 품절직전입니다 ㅋㅋ	1
최고급까진 아니지만이 가격대에 이정도 가디건은 흔치 않은듯탄탄하고 적당히 두께감 있어서 편해요갠적으로 느끼기에 이랑  차이 좀 커서  비슷한 신체기준 오버가 좋다면  세미오버 정도를 선호한다면  추천드려요그외 아쉬운점은  실밥이 한 두군데	1
 사이즈 세미오버핏으로 딱 좋습니다 구매하실분들 참고하세요	1
배송점가격쿠폰 받아서 만원에 삿는데 완벽 주머니 있으면 더 완벽무게 딱 평균착용법데님 슬랙스 치노 다 가능	1
레이서 자켓 진짜 너무 이뻐요 크롭하고 어깨도 보정해주고 너무 좋아요	1
색감 가격 핏 모두 완벽합니다 좋은 가격에 이쁜 제품 잘 업어갑니다 재구매 의사 있습니다 워싱이 살짝 아쉽	0
블랙이라 되게 깔끔하고 무난합니다 비싸지 않은 가격에 질 좋고 각 잡혀있는 자켓이라 너무 좋아요	1
블레이저 입문용으로 구매했어요상체가 마른편이지만 팔 길이 때문에 로 구매했고 맨날 입을 예정입니다	0
딱 적당합니다 어디든 무난하게 입을 수 있겠네요 무탠 최고	1
봄가을 입기 좋은 두께감이며 오저핏보다는 기장이 길어요	0
사이즈 괜춘 그냥 평범  깔끔해서 좋은듯 네넹 허후하	0
두께감이 있어서 초겨울까지 입어도 될 것 같아요적당히 포인트되는 바이커자켓 사고 싶었는데 워싱도 적당하고 무게감도 있고 좋아요ㅜ 보는 사람들마다 어디서 샀냐고 물어보네요  이 가격에 이 정도 퀄리티 멋내기에 최고입니다	1
쿠어랑 고민하다가 엘무드로 갔는데 잘 선택했네요	1
검은색 코트가 없어서 샀는데 무난해서 여기저기 잘입고 다녀요	1
두툼한 니트라 굉장히 포근하다는 점이 마음에 듭니다	1
보풀도 잘 안일어나고 착용감도 부드럽고 따뜻햐용	1
색감 예쁘고 재질도 생각보다 좋아서 만족합니다아	1
기본 블레이져로 어디에나 무난하게 입기 너무 좋아요	1
예전 콜라보 때부터 믿고 사서 입습니다색감 핏 가격 다 맘에 들어요 잘 입을게요	1
살짝 빳빳한 느낌의 니트입니다 빳빳해서 털이 안간디러워서 좋아요	1
엘무드 니트 처음사보는데 인기가 많은 이유를 알 것 같아요 맨살에 입어도 부드럽고 재질 좋고 핏도 맘에들어요 추천합니다	1
집에 오자마자 와있길래 바로 입어봤는데 색감이 생각보다 바위색이고 이쁜거 같아요	1
겨울 두달 동안 입었는데 일단 재질이 너무너무 좋으네여 보풀 잘 안일어나는 재질 굿이에요 굿	1
진짜 가격대비 너무 좋아요 재질도 좋아서 딱입니다	1
얌미 맛있어요 딱 좋아요 얌미 많이 사세요 최고에요	1
  상체 발달형정핏 오버핏 오프라인으로 구매 했는데 가 없어서 구매 못한게 아쉽네요제 스팩에 오버핏 원하시면 추천 드려요 총장은 괜찮은디 소매도 딱맞고 어깨는 좀 부족해요	0
저한테 딱 맞습니다 핏이뻐요 대신 얇습니다ㅜ 그래도 핏은 완벽	1
릴렉스드 핏  시켰는데어깨랑 등 부분은 작았어요어깨선이 실제 어깨보다 짧게 있어서 어깨가더 좁아보이기도 해서 아쉬웠어요색감은 선명하고 두께는 요즘 날씨 아침 저녁에입기 딱 좋은 정도에요	0
갓성비 무탠다드 블레이저 입문했습니다 정말 너무좋아요 가성비최고	1
가성비 좋아요 색도 이쁘고 핏도 이쁘도 너무 좋아요	1
여름에 간편하게 데일리로입고나갈 티셔츠중 최고	1
정말이쁩니다아주만족해요 최고입니다사길잘함	1
그냥 진짜 딱 한시즌 입을거면 최고의 가성비 반팔티인듯	1
가볍고 따뜻해서 지금같은 추운날씨엔 코트나 패딩 입어주고 입어주면 딱 좋아요 옷도 예쁘고 좋아요	1
화란 니트는 진짜 옷장에 차곡차곡 갯수를 늘려야하는 옷 중에 순위	1
작을까 걱정했는데 이쁘고 좋아요 폼도 넓고 이쁘게 떨어지고요	1
블랙 구매 후 만족스러워서 고민하다가 그린 색상으로 추가 구매했습니다톤 다운된 그린으로 색상 넘나 예쁘고 고민하시 말고무조건 구매하세요	1
역시 무텐다드 이 가격에 이 퀄리티면 대박이에요 여자 슬랙스 중에 뒷주머니 밴드 미끄럼방지도 넣어달라는 요구도 들어주고 무신사 슬랙스가 세상 최고임 핏도   	1
옷이 아주 탄탄해요밑에시보리도 힘이있어서크롭하게입기좋네요	1
보풀이 좀 잘나서 아쉽긴한데 핏 예쁘고 얇아서 좋아요	0
세일할때 저렴하게 샀어요 핏도 이ㅣ쁘구 무탠다드조아용	1
생각보다는 덜 쨍해서 조금 아쉽지만 이 가격에 이정도 퀄이면 만족합니다	0
이뻐요 요즘 추워져서 이것만 단독으로 입을 수 없어서 아쉽긴 하지만 잘 입고 다닙니다특히 쌀쌀할 때 목 부분까지 단추 채워서 입으니까 따닷하고 좋네용	0
가성비도 좋고 입었을 때 부드러워서 입기에도 편한 것 같아요	1
예일후드티셔츠 두께감도 좋고지금 입기 너무 좋아요	1
 기준으로 사이즈 잘맞습니다 노란색 부담스러울 줄 알았는데 생각보다 괜찮네요	1
많이 구매한 이유가 잇는 바지라역쉬 디자인이나 핏 너무 완벽하게 이쁘다 또한 무엇보다 너무나 편안하다굿 강추 	1
캐쥬얼하게 혹은 포멀하게 입기에 적당한 옷 폼인 거 같아요	0
좀 입어보니 보플도 금방 생기는거 같은데 가성비로 구매하는거 나쁘지 않은거 같아요	0
색감 정말 예쁩니다 살짝 큰 감이 있긴한데 적당히 오버해서 만족해용 ㅎㅎ	1
저번에 샀는데 잃어버려서 추가구매했습니다 너무 좋아요	1
색감 보고 샀는데 실물로 보니까 더 마음에 드네요	1
예쁘긴 한데 안 잠겨서 교환하고 싶었지만 너무 늦게 뜯어봐서 그냥 열고다녀요	0
키큰 친구에게 선물을 했는데 아주 만족하네요 심플하지만 무난해서 여기저기 입기 좋습니다	1
처음 사보는 가디건이지만 만족감있게 스탠다드 핏같이 옷이 몸에 딱 감겼고 그렇게 두껍지도 얇지도 않아서 간절기에 최고 ㅠ	1
배송은 빠르고 잘왓어요하단 시보리 부분이 너무 힘이없어서 붕붕 뜨고펄럭펄럭거리네요 가격대비 품질이 아쉽네요	0
세미와이드 사고싶었는데 재입고가 안되서 아쉽지만 와이드도 좋네요	0
기본템인 블레이저 하나 사려고 둘러보다가 제일 보편적이라 재고 떴을 때 구매했습니다개인적으로 팔이 두꺼워 그 부분 끼는게 좀 아쉽긴 한데 살빼서 더 잘엡고 다니려고 합니더 라지입니다	0
겨울봄 계절에 셔츠랑 같이 입으면 가장 잘 어울리는 니트입니다 색상별로 여러개씩 사야겠어요	1
다시 재구매 의사 있습니다 재질도 최고 인생슬랙스	1
오래 기다렸는데 전체적으로 마음에 들어요  잘 입겠습니다  사이즈는 살짝 아쉽긴해요	0
핏 색상 모두 이쁜 니트입니다 겨울에는 이너로 가을에는 단품으로 활용하기 좋을 것 같아요	1
오버하게 입고 싶어서 한 사이즈 크게 갔더니 허리가 너무 커서 입을 때마다 꽉 조여야 하네요 ㅠ 그건 좀 불편합니다	0
모자가 흐물거리는 거 굉장히 싫어하는데 우선 모자가 두껍고 핏이 고정되서 너무 좋아요 팔은 약간 긴데 몸쪽은 엉덩이 살짝 닿아요엉덩이 반 이상 덮고싶으면 시켜야 할거같아요 핏은 이뻐요 축 쳐지지 않아요 재질도 좋습니다	1
예쁘고 좋아요 사이즈도 딱 원했던 사이즈라 기분이 좋네요	0
이건 진짜 필수템이죠 울 버전도 좋으나 가격 생각하면 최고입니다	1
최고예요 위아래로 셋업으로 입으면 잘 어울립니다 강력추천 드려요	1
요즘날씨에는 더워서 못입을것 같고 뭐 그냥 그럼	0
교복바지 같지 않으면서 고급스럽고 남친룩으로 코디할 때 좋아요	0
색은 너무 예쁘고 디자인도 예쁜데 핏이 진짜애매	0
편하고 가벼운 슬렉스 그런데 너무 얇고 힘이 없어서 막 입는 용일듯	0
크리스마스때 입어줘야하는 코트 핏도 여리하고 폭닥 따뜻해요 ㅠ	1
이 가격에 이 정도 퀄리티면 진짜 거져 먹는거죠 색깔별로 수집하겠습니다	1
배 부분이 솔직히 나와요그 외에는 다 좋은거 같아요	0
카라가 생각보다 쭈굴거려서 좀 다려야할듯해요	0
배송도 빠르고 사이즈도 너무 좋고 컬러감이나 핏감은 언제나 최고인 무신사 스탠다드 블레이저 감사합니다	1
집앞슈퍼갈때 최고의 후드티네요 애용하겠읍니다	1
색감 너무 이뻐요 핏도 좋고 촉감도 좋습니다 잘 산 거 같아여	1
오버핏으로 편하게 입기 너무 좋아요 촉감도 적당히 부드러워서 가성비 굿굿	1
생각보다 약간 두께감이 있어 좋았고 가격대비 퀄리티가 최고가 아니지않을까 싶습니다 사이즈도 딱 맞아서 좋아요	1
일자로 떨어지는 스트레이트 핏입다밑단이 넓어서 줄였더니 더 이상해진것 같습니다	0
역시 완전 좋습니다색상 다르게 세트 있는데 최고입니다	1
운동을 했던 터라 어깨가 조금 좁은점은 아쉽지만전체적으로 무난하고 코디하기 좋은 아이템이네요	0
생각보다 굉장히 통이 넓고 시원하고 편합니다 최고에요	1
이정도 가격에 살 수 있는 슬랙스 중에 최고라고 생각합니다	1
이번에 세미 와이드 핏 처음 사보는데 다음에도 또 사고 싶은 핏이네요	0
기본템으로 정말 최고의 재질과 가성비라고 생각합니다	1
가로로 좀 크니까 오버핏인 것 같구 나머지는 너무 좋아요 완벽	1
두번째 구입 어깨도 넓어지고 튼튼해서 좋습니다	1
만족합니다 제 스펙기준 넣입 빼입 느낌입니다 참고하시라고 올려요	1
바지가 얇은게 편하게 아무때나 입기 좋은듯한데 제키에는 조금더 길었음해요	0
너무 좋아요 진짜 시원하고ㅠ재질도 좋고 한 번사고 두 번사고 세 번 까지 사고 싶을 정도네요	1
요즘 느낌으로 입기에 즇은거 같아요 그리고 단품ㅇ로 입기에 너무 좋아요	1
